3,0,0.000000 
3,1,0.000000 
3,2,0.000000 
3,3,0.000000 
3,4,0.000000 
3,5,0.000000 
3,6,0.000000 
3,7,0.000000 
3,8,0.000000 
3,9,0.000000 
3,10,0.000000 
3,11,0.000000 
3,12,0.000000 
3,13,0.000000 
3,14,0.000000 
3,15,0.000000 
3,16,0.000000 
3,17,0.000000 
3,18,0.000000 
3,19,0.000000 
3,20,0.000000 
3,21,0.000000 
3,22,0.000000 
3,23,0.000000 
3,24,0.000000 
3,25,0.000000 
3,26,0.000000 
3,27,0.000000 
3,28,0.000000 
3,29,0.000000 
3,30,0.000000 
3,31,0.000000 
3,32,0.000000 
3,33,0.000000 
3,34,0.000000 
3,35,0.000000 
3,36,0.000000 
3,37,0.000000 
3,38,0.000000 
3,39,0.000000 
3,40,0.000000 
3,41,0.000000 
3,42,0.000000 
3,43,0.000000 
3,44,0.000000 
3,45,0.000000 
3,46,0.000000 
3,47,0.000000 
3,48,0.000000 
3,49,0.000000 
3,50,0.000000 
3,51,0.000000 
3,52,0.000000 
3,53,0.000000 
3,54,0.000000 
3,55,0.000000 
3,56,0.000000 
3,57,0.000000 
3,58,0.000000 
3,59,0.000000 
